Breed,Breed_Size,Sex,Age,Weight_lbs,SpayNeuter_Status,Daily_Activity_Level,Diet,Food_Brand,Daily_Walk_Distance_miles,Other_Pets_in_Household,Medications,Seizures,Hours_of_Sleep,Play_Time_hrs,Owner_Activity_Level,Annual_Vet_Visits,Average_Temperature_F,Synthetic,Healthy
Bulldog,Medium,Female,4.0,71.0,,,Home_cooked,,0.0,No,No,No,12.0,1.0,Active,0.0,69.0,,Yes
Doberman,Large,Male,9.0,44.0,,Active,Special_diet,Hills_Science,0.0,No,Yes,No,10.0,1.0,Moderate,2.0,66.0,Yes,Yes
Great_Dane,Large,Male,10.0,66.0,Neutered,,Hard_food,Blue_Buffalo,1.0,No,No,No,12.0,1.0,Very_Active,0.0,47.0,Yes,No
Poodle,Small,Female,11.0,65.0,Spayed,Low,Wet_food,Blue_Buffalo,4.0,No,No,No,,1.0,Low,0.0,73.0,Yes,No
,Medium,Female,4.0,50.0,Neutered,Moderate,Home_cooked,Special,2.0,No,Yes,No,10.0,1.0,Low,1.0,72.0,Yes,Yes
Chihuahua,Small,Male,6.0,24.0,Neutered,Active,Special_diet,Purina,3.0,No,No,No,10.0,1.0,Very_Active,1.0,40.0,,Yes
Poodle,Small,Female,4.0,52.0,Neutered,Moderate,Special_diet,Royal_Canin,3.0,No,Yes,No,11.0,1.0,Low,1.0,86.0,Yes,Yes
Poodle,Small,Female,4.0,45.0,Spayed,Low,Wet_food,Wellness,0.0,Yes,No,No,10.0,1.0,Low,0.0,55.0,Yes,Yes
Australian_Shepherd,Medium,Female,7.0,55.0,Neutered,Low,Hard_food,Iams,1.0,No,Yes,No,12.0,1.0,Low,1.0,50.0,Yes,Yes
Rottweiler,Large,Male,9.0,50.0,Spayed,Low,Wet_food,Nutro,1.0,Yes,Yes,No,8.0,2.0,Low,3.0,79.0,Yes,No
Boxer,Medium,Male,13.0,48.0,,Moderate,,Royal_Canin,0.0,No,No,No,11.0,0.0,Active,0.0,67.0,Yes,No
Rottweiler,Large,Male,6.0,69.0,,,Hard_food,Royal_Canin,1.0,Yes,No,No,11.0,2.0,Low,2.0,64.0,Yes,Yes
Australian_Shepherd,Medium,Female,7.0,65.0,Spayed,,Home_cooked,Special,4.0,No,No,No,,2.0,Active,1.0,83.0,Yes,Yes
Labrador_Retriever,Large,Female,3.0,66.0,Spayed,Very_Active,Special_diet,Wellness,2.0,Yes,Yes,No,12.0,3.0,Moderate,1.0,39.0,Yes,Yes
Doberman,Large,Female,10.0,64.0,,Moderate,Hard_food,Iams,3.0,Yes,No,No,9.0,1.0,,0.0,85.0,Yes,No
Rottweiler,Large,Female,12.0,45.0,Neutered,Low,Hard_food,Wellness,3.0,Yes,Yes,No,8.0,0.0,Active,1.0,100.0,Yes,No
Yorkshire_Terrier,Small,Female,10.0,67.0,,Active,Home_cooked,Special,1.0,Yes,No,No,10.0,2.0,,3.0,73.0,Yes,Yes
Poodle,Small,Male,2.0,85.0,Spayed,Moderate,Hard_food,Nutro,2.0,Yes,Yes,No,10.0,0.0,Very_Active,2.0,75.0,Yes,No
Australian_Shepherd,Medium,Female,7.0,69.0,Neutered,Very_Active,Wet_food,Nutro,3.0,Yes,Yes,No,10.0,2.0,Moderate,2.0,52.0,Yes,Yes
Dachshund,,Male,7.0,62.0,Neutered,Active,Special_diet,Purina,5.0,Yes,No,No,12.0,1.0,Moderate,1.0,47.0,Yes,Yes
Great_Dane,Large,,8.0,58.0,Spayed,Active,Special_diet,Iams,3.0,No,No,No,12.0,0.0,,2.0,72.0,Yes,Yes
Rottweiler,Large,Female,1.0,57.0,,,Wet_food,Royal_Canin,5.0,Yes,No,No,13.0,,Active,2.0,37.0,Yes,No
Beagle,Small,Male,6.0,26.0,Neutered,Low,,Blue_Buffalo,4.0,No,No,No,8.0,1.0,,0.0,37.0,Yes,
Doberman,Large,Female,11.0,68.0,,Very_Active,Wet_food,Hills_Science,5.0,No,,No,11.0,0.0,,2.0,47.0,Yes,No
Rottweiler,Large,Female,4.0,46.0,Spayed,Very_Active,Home_cooked,Special,4.0,Yes,No,No,13.0,2.0,Very_Active,0.0,75.0,Yes,Yes
Boxer,Medium,Male,10.0,74.0,Spayed,Very_Active,Wet_food,Wellness,3.0,Yes,No,No,10.0,1.0,,2.0,70.0,Yes,Yes
Labrador_Retriever,Large,Male,11.0,70.0,,Low,Special_diet,Iams,2.0,Yes,No,No,12.0,1.0,,1.0,63.0,Yes,Yes
Boxer,Medium,Female,,39.0,Spayed,Active,Wet_food,Hills_Science,2.0,No,No,No,12.0,1.0,Active,2.0,59.0,Yes,Yes
Rottweiler,Large,Male,8.0,41.0,,Low,Wet_food,Wellness,3.0,Yes,Yes,Yes,10.0,1.0,Very_Active,0.0,69.0,Yes,No
Australian_Shepherd,Medium,Male,11.0,69.0,,Very_Active,Home_cooked,Special,1.0,Yes,No,No,11.0,2.0,Low,2.0,36.0,Yes,Yes
Labrador_Retriever,Large,Male,1.0,76.0,Spayed,Moderate,Home_cooked,Special,4.0,Yes,Yes,No,11.0,2.0,Low,2.0,59.0,Yes,Yes
Beagle,Small,Female,12.0,76.0,Spayed,,Special_diet,Blue_Buffalo,3.0,No,Yes,No,12.0,0.0,Active,2.0,38.0,Yes,Yes
Labrador_Retriever,Large,Female,9.0,48.0,,,Wet_food,Nutro,1.0,Yes,No,No,9.0,1.0,Moderate,3.0,54.0,Yes,No
Rottweiler,Large,Male,2.0,51.0,,,Special_diet,Blue_Buffalo,0.0,No,Yes,No,11.0,3.0,Very_Active,0.0,33.0,Yes,No
Dachshund,Small,Female,4.0,50.0,Neutered,Moderate,Special_diet,Nutro,1.0,Yes,No,No,13.0,1.0,Moderate,1.0,89.0,,Yes
Labrador_Retriever,Large,Female,9.0,71.0,Spayed,Moderate,Hard_food,Royal_Canin,3.0,No,No,No,,,Moderate,1.0,53.0,Yes,Yes
Yorkshire_Terrier,Small,Male,7.0,50.0,Spayed,Moderate,Hard_food,Royal_Canin,2.0,Yes,No,No,11.0,0.0,Low,2.0,73.0,Yes,Yes
Doberman,Large,Female,6.0,52.0,,Moderate,Home_cooked,Special,3.0,No,No,No,10.0,2.0,Very_Active,4.0,43.0,Yes,Yes
Bulldog,Medium,Female,10.0,47.0,,Active,Wet_food,Nutro,3.0,No,Yes,No,11.0,,,2.0,70.0,Yes,No
Siberian_Husky,Medium,Female,4.0,40.0,Neutered,,Hard_food,Wellness,2.0,No,,No,11.0,2.0,,0.0,77.0,Yes,Yes
Boxer,Medium,Female,11.0,78.0,Neutered,,Home_cooked,Special,4.0,Yes,Yes,No,10.0,2.0,Very_Active,0.0,48.0,Yes,No
Doberman,Large,Female,3.0,35.0,,,Home_cooked,Special,2.0,No,Yes,No,13.0,1.0,Moderate,1.0,97.0,Yes,Yes
Golden_Retriever,Large,Female,12.0,58.0,Neutered,Low,Special_diet,Pedigree,,Yes,Yes,No,12.0,2.0,,2.0,59.0,Yes,Yes
Dachshund,Small,Female,7.0,68.0,,,Hard_food,Blue_Buffalo,3.0,No,No,No,9.0,1.0,Moderate,2.0,72.0,Yes,Yes
Australian_Shepherd,Medium,Female,5.0,50.0,Neutered,Active,Home_cooked,Special,3.0,No,Yes,No,11.0,1.0,Very_Active,2.0,59.0,Yes,Yes
Australian_Shepherd,Medium,Male,3.0,54.0,,Very_Active,Wet_food,Hills_Science,3.0,No,No,No,14.0,1.0,Active,0.0,36.0,Yes,Yes
Yorkshire_Terrier,Small,Female,9.0,46.0,Spayed,Low,Special_diet,Nutro,3.0,No,No,No,10.0,3.0,,1.0,76.0,Yes,Yes
Poodle,Small,Female,6.0,59.0,Neutered,Moderate,Hard_food,,2.0,No,No,No,13.0,0.0,Moderate,2.0,58.0,Yes,Yes
Boxer,Medium,Female,8.0,46.0,Neutered,Active,Hard_food,Pedigree,3.0,Yes,Yes,No,12.0,2.0,Low,4.0,59.0,Yes,Yes
German_Shepherd,Large,Female,11.0,55.0,Neutered,,Special_diet,Iams,0.0,Yes,Yes,No,11.0,1.0,Low,1.0,77.0,Yes,Yes
Australian_Shepherd,Medium,Female,11.0,27.0,Neutered,Low,Hard_food,Purina,7.0,No,No,No,10.0,1.0,,2.0,33.0,Yes,Yes
Beagle,Small,Female,9.0,69.0,,Low,Home_cooked,Special,1.0,No,Yes,No,10.0,2.0,Active,0.0,50.0,Yes,No
Dachshund,Small,Male,9.0,22.0,,,Hard_food,Nutro,3.0,No,No,No,12.0,3.0,Very_Active,0.0,45.0,Yes,No
Poodle,Small,Male,8.0,34.0,Neutered,Active,Hard_food,Iams,4.0,No,No,No,,1.0,,0.0,,Yes,Yes
Chihuahua,Small,Male,4.0,50.0,,Active,Home_cooked,Special,5.0,No,,No,10.0,2.0,Moderate,3.0,78.0,Yes,Yes
Bulldog,Medium,Male,8.0,68.0,,,Wet_food,Hills_Science,1.0,No,Yes,No,11.0,1.0,,1.0,56.0,Yes,Yes
Poodle,Small,Female,3.0,59.0,Spayed,Low,Special_diet,Blue_Buffalo,3.0,Yes,No,No,11.0,1.0,Very_Active,4.0,62.0,Yes,Yes
Labrador_Retriever,Large,Male,6.0,58.0,Spayed,Active,Home_cooked,Special,2.0,No,No,,12.0,1.0,Moderate,2.0,81.0,,Yes
Boxer,Medium,Female,11.0,41.0,Spayed,,Wet_food,Nutro,2.0,Yes,No,No,10.0,2.0,Active,0.0,63.0,Yes,Yes
Labrador_Retriever,Large,Male,12.0,33.0,Neutered,Low,Wet_food,Wellness,4.0,No,No,No,11.0,1.0,Active,0.0,58.0,Yes,No
Golden_Retriever,Large,Female,13.0,48.0,Spayed,,Home_cooked,Special,2.0,No,Yes,No,11.0,1.0,Very_Active,2.0,61.0,Yes,Yes
Great_Dane,Large,Female,8.0,57.0,Spayed,Low,Hard_food,Royal_Canin,2.0,No,Yes,No,,1.0,Active,1.0,42.0,Yes,Yes
Beagle,Small,Female,10.0,76.0,Spayed,,Hard_food,Hills_Science,3.0,No,Yes,No,10.0,2.0,Low,0.0,63.0,Yes,No
Boxer,Medium,Female,3.0,47.0,Neutered,Low,Special_diet,Nutro,3.0,No,No,No,11.0,2.0,Moderate,2.0,35.0,Yes,Yes
Rottweiler,Large,Male,1.0,83.0,Spayed,Low,Special_diet,Pedigree,,Yes,No,No,12.0,2.0,Low,0.0,62.0,,No
Great_Dane,Large,Male,13.0,53.0,Spayed,Active,Home_cooked,Special,2.0,Yes,Yes,No,11.0,2.0,Very_Active,1.0,,Yes,Yes
Australian_Shepherd,,Male,3.0,50.0,,Active,Special_diet,Purina,3.0,Yes,Yes,No,10.0,0.0,Very_Active,0.0,57.0,Yes,Yes
Bulldog,Medium,Male,9.0,44.0,Neutered,Very_Active,Wet_food,Royal_Canin,1.0,No,Yes,No,9.0,,Active,1.0,60.0,Yes,Yes
German_Shepherd,Large,Female,6.0,64.0,Spayed,Active,Special_diet,Nutro,1.0,No,Yes,No,12.0,2.0,Low,1.0,52.0,Yes,Yes
Golden_Retriever,Large,Male,11.0,51.0,Spayed,Active,Wet_food,Pedigree,1.0,No,Yes,No,10.0,2.0,Very_Active,1.0,87.0,Yes,Yes
Doberman,Large,Male,5.0,50.0,,Low,Wet_food,Nutro,3.0,Yes,No,No,10.0,1.0,Active,2.0,30.0,Yes,Yes
Labrador_Retriever,Large,Female,5.0,36.0,,Moderate,Hard_food,Hills_Science,2.0,No,Yes,No,12.0,1.0,Low,,85.0,Yes,No
Beagle,Small,Female,9.0,38.0,,Moderate,Home_cooked,Special,2.0,Yes,No,,9.0,1.0,Very_Active,4.0,76.0,Yes,Yes
Great_Dane,Large,Female,7.0,,Neutered,Low,Hard_food,Hills_Science,3.0,Yes,No,No,14.0,2.0,Moderate,0.0,98.0,Yes,
Australian_Shepherd,Medium,Male,9.0,56.0,Spayed,Very_Active,Home_cooked,Special,2.0,Yes,No,No,11.0,0.0,Low,0.0,40.0,Yes,Yes
Boxer,Medium,Male,11.0,47.0,Neutered,Low,Wet_food,Wellness,3.0,,No,No,13.0,1.0,Active,1.0,69.0,Yes,
Boxer,Medium,Male,6.0,51.0,Spayed,Low,Home_cooked,Special,2.0,No,No,,10.0,3.0,Very_Active,3.0,32.0,Yes,Yes
Doberman,Large,Female,,45.0,Neutered,,Hard_food,Wellness,4.0,Yes,No,No,10.0,1.0,,3.0,43.0,Yes,Yes
Poodle,Small,Male,12.0,,,Very_Active,Special_diet,Wellness,3.0,No,No,No,8.0,0.0,Active,4.0,59.0,Yes,Yes
Bulldog,Medium,Male,12.0,23.0,,Low,Hard_food,Nutro,2.0,No,No,No,10.0,2.0,Very_Active,1.0,61.0,Yes,No
Yorkshire_Terrier,Small,Male,3.0,28.0,Spayed,Very_Active,Wet_food,Nutro,0.0,No,Yes,No,9.0,3.0,Active,2.0,72.0,Yes,Yes
Doberman,Large,Female,6.0,63.0,Spayed,Low,Home_cooked,Special,3.0,No,No,No,11.0,3.0,,4.0,46.0,Yes,Yes
Doberman,Large,Female,10.0,36.0,Spayed,,Wet_food,Royal_Canin,3.0,Yes,No,No,11.0,3.0,Very_Active,,53.0,Yes,Yes
Chihuahua,Small,Male,5.0,32.0,,Very_Active,Home_cooked,Special,,No,No,No,11.0,1.0,,0.0,72.0,Yes,Yes
Dachshund,Small,Female,8.0,30.0,Spayed,Active,Hard_food,Nutro,5.0,Yes,Yes,No,13.0,,Active,0.0,83.0,Yes,Yes
German_Shepherd,Large,Female,13.0,73.0,,Moderate,,Special,1.0,Yes,Yes,Yes,,1.0,,1.0,40.0,Yes,No
Boxer,Medium,Male,6.0,44.0,,Active,Special_diet,Iams,4.0,No,Yes,No,12.0,1.0,Very_Active,1.0,38.0,Yes,Yes
Chihuahua,Small,Male,5.0,59.0,Neutered,Very_Active,Wet_food,Blue_Buffalo,4.0,No,Yes,No,10.0,3.0,Low,0.0,66.0,Yes,Yes
,Medium,Female,7.0,55.0,,Moderate,Special_diet,Hills_Science,2.0,Yes,Yes,No,10.0,0.0,,3.0,78.0,Yes,Yes
Australian_Shepherd,Medium,Male,11.0,58.0,Spayed,,Home_cooked,Special,3.0,No,No,No,11.0,2.0,Moderate,1.0,78.0,Yes,Yes
Siberian_Husky,Medium,Male,9.0,56.0,,,Wet_food,Wellness,3.0,No,No,No,12.0,1.0,Very_Active,4.0,57.0,Yes,No
Bulldog,Medium,Male,13.0,83.0,Neutered,Low,Home_cooked,Special,3.0,No,No,No,11.0,2.0,Very_Active,2.0,78.0,Yes,Yes
Bulldog,Medium,Female,9.0,40.0,Neutered,Active,Hard_food,Hills_Science,,Yes,Yes,No,9.0,,Very_Active,2.0,79.0,Yes,Yes
Chihuahua,Small,Female,7.0,65.0,,Active,Wet_food,Purina,1.0,No,Yes,No,10.0,0.0,Active,0.0,58.0,Yes,Yes
Rottweiler,Large,Female,2.0,47.0,Spayed,Moderate,Special_diet,Iams,4.0,Yes,No,No,12.0,4.0,,3.0,,Yes,Yes
Bulldog,Medium,Male,11.0,43.0,Neutered,Active,Special_diet,Purina,4.0,No,Yes,No,11.0,0.0,,3.0,67.0,Yes,Yes
Golden_Retriever,Large,Female,4.0,62.0,,,Hard_food,Hills_Science,0.0,Yes,Yes,No,11.0,0.0,Low,1.0,79.0,Yes,No
Beagle,Small,Male,6.0,45.0,Spayed,,Home_cooked,Special,2.0,Yes,No,No,11.0,0.0,Moderate,1.0,54.0,Yes,Yes
German_Shepherd,Large,Female,9.0,,Spayed,,Special_diet,Wellness,3.0,No,Yes,No,12.0,1.0,Low,2.0,58.0,Yes,Yes
Dachshund,Small,Male,6.0,61.0,Spayed,Very_Active,Wet_food,Wellness,1.0,No,No,No,10.0,1.0,Moderate,0.0,80.0,Yes,Yes
Chihuahua,Small,Male,13.0,32.0,Spayed,Moderate,Home_cooked,Special,6.0,No,No,No,12.0,1.0,Moderate,2.0,53.0,Yes,Yes
German_Shepherd,Large,Male,10.0,37.0,Spayed,Very_Active,Wet_food,Blue_Buffalo,3.0,No,Yes,No,9.0,2.0,Active,2.0,66.0,Yes,Yes
Doberman,Large,Male,6.0,31.0,Neutered,Low,Hard_food,Nutro,2.0,No,No,No,13.0,1.0,Very_Active,2.0,89.0,,Yes
Beagle,Small,Male,3.0,68.0,,,Home_cooked,Special,1.0,Yes,Yes,No,10.0,2.0,,1.0,,Yes,Yes
Siberian_Husky,Medium,Male,11.0,67.0,,Very_Active,Home_cooked,Special,2.0,No,Yes,No,9.0,1.0,Very_Active,2.0,100.0,Yes,Yes
Yorkshire_Terrier,Small,Female,9.0,55.0,Neutered,Very_Active,Special_diet,Purina,0.0,No,No,No,10.0,,Active,0.0,78.0,Yes,Yes
Bulldog,,Male,9.0,42.0,Spayed,,Hard_food,Purina,0.0,Yes,Yes,No,9.0,1.0,Moderate,1.0,56.0,Yes,No
Australian_Shepherd,Medium,Male,3.0,47.0,,Moderate,Special_diet,Royal_Canin,4.0,Yes,No,No,13.0,1.0,Very_Active,0.0,51.0,,Yes
Poodle,Small,Male,12.0,65.0,Spayed,Very_Active,Wet_food,Purina,4.0,Yes,Yes,No,10.0,0.0,Very_Active,0.0,72.0,Yes,No
Great_Dane,Large,Female,9.0,80.0,Spayed,Very_Active,Hard_food,Pedigree,3.0,Yes,Yes,No,12.0,2.0,Moderate,2.0,91.0,Yes,Yes
Beagle,Small,,11.0,77.0,,Very_Active,Wet_food,Purina,5.0,Yes,No,No,14.0,3.0,Active,0.0,50.0,Yes,No
Golden_Retriever,Large,Female,11.0,68.0,,Low,Wet_food,Pedigree,1.0,No,Yes,No,11.0,0.0,,0.0,86.0,Yes,No
Boxer,Medium,Male,9.0,51.0,Spayed,Moderate,Special_diet,Nutro,3.0,Yes,Yes,No,11.0,1.0,Low,1.0,78.0,Yes,Yes
,Large,Male,13.0,28.0,,Low,Special_diet,Wellness,0.0,No,Yes,No,,2.0,Low,3.0,74.0,Yes,No
Golden_Retriever,Large,Male,12.0,48.0,Neutered,Very_Active,Home_cooked,Special,5.0,No,No,No,11.0,1.0,Very_Active,0.0,56.0,Yes,Yes
Yorkshire_Terrier,Small,Male,4.0,48.0,,Moderate,Wet_food,Hills_Science,3.0,Yes,No,Yes,13.0,0.0,Low,3.0,36.0,Yes,No
German_Shepherd,Large,Female,3.0,43.0,,,Wet_food,Wellness,5.0,Yes,Yes,No,13.0,2.0,Moderate,2.0,72.0,Yes,No
Dachshund,Small,Female,5.0,,Spayed,Very_Active,Special_diet,,0.0,Yes,No,No,11.0,1.0,,1.0,,Yes,Yes
Rottweiler,Large,Female,,53.0,Neutered,Very_Active,Home_cooked,Special,1.0,No,No,No,9.0,1.0,Low,0.0,55.0,,Yes
,Medium,Female,1.0,49.0,Neutered,Very_Active,Home_cooked,Special,4.0,No,No,No,9.0,0.0,Low,2.0,77.0,Yes,Yes
Doberman,Large,Male,10.0,50.0,,Moderate,Special_diet,Wellness,2.0,No,Yes,No,10.0,3.0,Low,2.0,59.0,Yes,No
Doberman,Large,Male,11.0,45.0,Neutered,,Special_diet,Royal_Canin,1.0,Yes,No,No,9.0,1.0,Low,1.0,70.0,Yes,Yes
Boxer,Medium,Male,4.0,24.0,Neutered,,Special_diet,Pedigree,4.0,Yes,Yes,,9.0,1.0,,1.0,63.0,Yes,Yes
,Medium,Female,6.0,72.0,,,Hard_food,Wellness,0.0,No,Yes,No,12.0,1.0,Moderate,2.0,64.0,Yes,No
Rottweiler,Large,Male,11.0,51.0,Neutered,Very_Active,Wet_food,Hills_Science,5.0,No,Yes,,11.0,1.0,,1.0,66.0,,Yes
Golden_Retriever,Large,Male,2.0,72.0,Spayed,Active,Home_cooked,Special,4.0,No,Yes,No,12.0,4.0,Low,1.0,50.0,Yes,Yes
Beagle,Small,Male,13.0,44.0,,Low,Home_cooked,Special,5.0,Yes,No,No,11.0,2.0,Active,2.0,82.0,Yes,Yes
Great_Dane,Large,,9.0,63.0,Neutered,Very_Active,Hard_food,Nutro,,Yes,No,No,14.0,2.0,Active,0.0,51.0,Yes,Yes
Bulldog,Medium,Female,8.0,22.0,,Moderate,Special_diet,Royal_Canin,0.0,Yes,No,No,14.0,1.0,Active,2.0,56.0,Yes,Yes
Rottweiler,Large,Male,7.0,62.0,,Low,Hard_food,Royal_Canin,2.0,Yes,No,No,10.0,1.0,Active,3.0,49.0,,Yes
Rottweiler,Large,Female,8.0,50.0,,Very_Active,Home_cooked,Special,,No,Yes,No,11.0,2.0,,1.0,,Yes,Yes
Doberman,Large,Male,7.0,,Spayed,Very_Active,Hard_food,Iams,2.0,No,Yes,No,12.0,0.0,,1.0,94.0,Yes,Yes
German_Shepherd,Large,Male,7.0,67.0,Spayed,Very_Active,Wet_food,Royal_Canin,1.0,No,No,No,11.0,1.0,Moderate,4.0,38.0,Yes,Yes
German_Shepherd,Large,Male,8.0,34.0,Spayed,,Special_diet,Wellness,1.0,No,No,No,11.0,2.0,,3.0,58.0,Yes,Yes
Yorkshire_Terrier,Small,Male,3.0,35.0,Spayed,,Hard_food,Royal_Canin,0.0,No,Yes,No,13.0,1.0,,0.0,,Yes,Yes
Poodle,Small,Female,2.0,69.0,Spayed,Active,Wet_food,,2.0,No,Yes,No,10.0,2.0,Very_Active,0.0,66.0,Yes,Yes
Boxer,Medium,Male,10.0,51.0,Spayed,Very_Active,Special_diet,Nutro,3.0,No,Yes,No,13.0,0.0,Active,1.0,37.0,Yes,Yes
Chihuahua,Small,Female,1.0,46.0,Neutered,Active,Home_cooked,Special,3.0,Yes,Yes,No,14.0,1.0,Very_Active,1.0,50.0,Yes,Yes
Golden_Retriever,Large,Female,,61.0,Neutered,Moderate,Wet_food,Pedigree,4.0,Yes,Yes,No,12.0,0.0,Moderate,2.0,51.0,Yes,No
Chihuahua,Small,,6.0,44.0,Neutered,Low,Home_cooked,Special,3.0,No,No,No,14.0,1.0,Very_Active,2.0,67.0,Yes,Yes
,Medium,Female,13.0,46.0,,Low,Home_cooked,Special,5.0,No,Yes,No,9.0,2.0,Low,,56.0,Yes,No
German_Shepherd,Large,,7.0,54.0,Neutered,,Special_diet,Wellness,4.0,Yes,No,No,,0.0,Very_Active,3.0,53.0,Yes,Yes
Beagle,Small,Male,,61.0,Neutered,Moderate,Home_cooked,Special,5.0,Yes,Yes,No,11.0,1.0,Low,2.0,72.0,Yes,Yes
Dachshund,Small,Female,7.0,49.0,Spayed,Active,Hard_food,Royal_Canin,2.0,Yes,Yes,,10.0,2.0,Moderate,1.0,84.0,Yes,Yes
Doberman,Large,Male,6.0,66.0,,Very_Active,Hard_food,Iams,2.0,No,No,No,12.0,1.0,Very_Active,1.0,75.0,Yes,Yes
Chihuahua,Small,Female,5.0,56.0,,Active,Home_cooked,Special,2.0,Yes,Yes,No,12.0,1.0,Very_Active,2.0,100.0,Yes,Yes
Bulldog,Medium,Female,9.0,51.0,,Low,Home_cooked,Special,3.0,No,No,No,13.0,1.0,Active,0.0,41.0,Yes,Yes
Dachshund,Small,Female,4.0,49.0,Spayed,Active,Special_diet,Royal_Canin,2.0,Yes,No,No,12.0,2.0,Moderate,2.0,56.0,Yes,Yes
Australian_Shepherd,Medium,Male,13.0,75.0,Spayed,Low,Home_cooked,Special,1.0,No,Yes,No,9.0,1.0,Low,3.0,72.0,Yes,Yes
Rottweiler,Large,Male,12.0,54.0,Spayed,Moderate,Special_diet,Blue_Buffalo,,Yes,No,No,,2.0,Active,4.0,60.0,Yes,Yes
German_Shepherd,Large,Male,2.0,28.0,Neutered,Very_Active,Special_diet,Iams,3.0,Yes,Yes,No,11.0,1.0,Low,,85.0,Yes,Yes
Doberman,Large,Male,1.0,43.0,,Low,Home_cooked,Special,4.0,Yes,No,No,9.0,2.0,Active,1.0,,Yes,Yes
Poodle,Small,Male,8.0,77.0,Neutered,Active,,Nutro,2.0,Yes,Yes,No,12.0,1.0,Very_Active,3.0,66.0,Yes,Yes
Beagle,Small,Male,10.0,30.0,Spayed,Moderate,Hard_food,Nutro,2.0,No,Yes,No,10.0,2.0,,1.0,89.0,Yes,No
Poodle,Small,Female,11.0,60.0,,,Home_cooked,Special,3.0,Yes,No,No,11.0,2.0,Active,4.0,75.0,Yes,Yes
Labrador_Retriever,Large,Male,9.0,41.0,Spayed,,Special_diet,Hills_Science,4.0,No,No,No,8.0,2.0,Low,0.0,63.0,Yes,Yes
Doberman,Large,Male,4.0,60.0,Neutered,Moderate,Wet_food,Blue_Buffalo,3.0,Yes,Yes,No,14.0,3.0,,1.0,57.0,Yes,Yes
Great_Dane,Large,Female,8.0,49.0,Neutered,Moderate,Home_cooked,Special,3.0,No,No,No,9.0,0.0,,3.0,66.0,Yes,Yes
Boxer,Medium,Male,10.0,52.0,,Low,Wet_food,Blue_Buffalo,1.0,No,Yes,No,12.0,3.0,,1.0,86.0,Yes,No
Beagle,Small,Male,2.0,,,Moderate,Special_diet,,2.0,No,Yes,No,13.0,2.0,Moderate,2.0,64.0,Yes,Yes
Doberman,Large,Male,2.0,38.0,Neutered,Active,Home_cooked,Special,5.0,No,Yes,No,11.0,3.0,,2.0,32.0,Yes,Yes
Beagle,Small,Male,1.0,34.0,,,Wet_food,Hills_Science,5.0,No,Yes,No,9.0,3.0,Very_Active,1.0,84.0,Yes,No
Labrador_Retriever,,Female,3.0,18.0,,Moderate,Special_diet,Pedigree,4.0,No,No,No,11.0,2.0,Low,3.0,71.0,Yes,Yes
Labrador_Retriever,Large,Female,3.0,50.0,Spayed,Active,Wet_food,Hills_Science,4.0,No,No,No,10.0,2.0,,0.0,57.0,Yes,Yes
Australian_Shepherd,Medium,Female,6.0,56.0,Spayed,Moderate,Hard_food,Pedigree,4.0,No,Yes,No,8.0,2.0,Moderate,3.0,60.0,,Yes
Labrador_Retriever,Large,Female,11.0,51.0,Spayed,Very_Active,Special_diet,Royal_Canin,3.0,Yes,No,Yes,14.0,2.0,Very_Active,0.0,66.0,Yes,Yes
Rottweiler,Large,Male,13.0,43.0,Neutered,Moderate,Special_diet,Pedigree,3.0,Yes,Yes,No,10.0,3.0,Moderate,4.0,71.0,Yes,Yes
Beagle,Small,Male,10.0,34.0,Neutered,Moderate,Hard_food,Nutro,5.0,No,No,No,11.0,0.0,Very_Active,3.0,87.0,Yes,Yes
Beagle,Small,Female,11.0,30.0,,,Home_cooked,Special,5.0,No,No,No,11.0,1.0,,1.0,59.0,Yes,Yes
,Large,Male,12.0,63.0,Spayed,Low,Wet_food,Blue_Buffalo,3.0,No,Yes,No,,1.0,Active,0.0,63.0,Yes,No
Golden_Retriever,Large,Female,1.0,51.0,Neutered,Very_Active,Home_cooked,Special,0.0,Yes,Yes,No,12.0,2.0,Very_Active,1.0,84.0,Yes,Yes
Yorkshire_Terrier,Small,Female,12.0,59.0,,Very_Active,Hard_food,Blue_Buffalo,2.0,No,No,No,12.0,2.0,Low,3.0,54.0,Yes,Yes
Australian_Shepherd,Medium,Female,5.0,65.0,Neutered,,Hard_food,Nutro,3.0,No,Yes,No,13.0,1.0,Very_Active,1.0,79.0,Yes,Yes
Poodle,Small,Male,6.0,44.0,Neutered,Very_Active,Home_cooked,,1.0,Yes,No,No,12.0,3.0,Very_Active,1.0,71.0,Yes,Yes
Doberman,Large,Male,2.0,61.0,Spayed,,Special_diet,Royal_Canin,4.0,Yes,No,No,12.0,1.0,Low,2.0,74.0,Yes,Yes
Dachshund,Small,Male,7.0,62.0,,Low,Hard_food,Nutro,2.0,No,Yes,No,11.0,0.0,,0.0,,Yes,No
Yorkshire_Terrier,Small,Female,2.0,54.0,,Very_Active,Wet_food,Nutro,3.0,Yes,No,No,12.0,1.0,Very_Active,1.0,81.0,Yes,Yes
Poodle,Small,Female,12.0,55.0,,Active,Wet_food,Iams,0.0,Yes,No,No,12.0,0.0,,0.0,89.0,,No
Golden_Retriever,Large,Male,,40.0,Spayed,Moderate,Wet_food,Wellness,1.0,Yes,Yes,No,11.0,2.0,Active,0.0,75.0,Yes,No
